,Graph,Degree
53,"[[1.01346529 1.00457401 0.99980962 ... 1.02394945 0.94449064 0.99719174]
 [0.97860753 0.9577634  1.03176442 ... 1.02002302 0.99939608 0.98529741]
 [0.9576407  0.92961231 0.94394523 ... 1.03526123 1.0921828  1.04331169]
 ...
 [0.98837221 1.0305018  0.95788258 ... 0.99525694 0.97492812 0.99669044]
 [0.99577469 0.96154978 0.92474458 ... 0.96202298 1.0425235  0.97842102]
 [1.02735928 1.04066882 1.06985545 ... 0.98615946 1.01412102 0.97840787]]",3
54,"[[0.98556253 0.99225518 0.94922553 ... 1.02393617 0.9486604  0.99642539]
 [0.91056078 1.04728514 0.99442262 ... 1.06543802 0.9797509  1.01607115]
 [0.99505822 0.99159847 0.95800949 ... 1.00679458 1.04367476 1.03861224]
 ...
 [0.9919893  0.99315412 1.03623522 ... 0.9541511  0.95915833 1.06036827]
 [1.04842856 1.01885595 0.98746537 ... 1.01562997 1.07675772 1.02713744]
 [1.03509254 1.00054967 1.02411163 ... 1.06888802 1.00592743 0.99030864]]",2
55,"[[1.05489486 0.96865277 0.97798606 ... 1.01341334 0.93506136 1.0707093 ]
 [0.99400153 1.03864245 0.96051058 ... 0.98436594 1.03898063 0.99992782]
 [1.02192262 0.97886729 0.96507396 ... 0.91572175 0.99474857 1.01531776]
 ...
 [1.06713467 0.9662761  0.98985965 ... 1.00734351 1.03491003 0.95884932]
 [1.03572244 1.05959121 0.96844727 ... 1.05101216 0.99796469 1.07000821]
 [0.99700123 1.02668027 0.949498   ... 0.98243964 1.03319502 1.01741881]]",2
56,"[[1.02843674 1.05237791 0.96066442 ... 1.01074293 0.98267091 0.99367266]
 [1.02633454 0.96924165 1.03655253 ... 0.96201296 0.96531851 1.0270438 ]
 [1.03182467 1.02608506 1.06644662 ... 1.00262129 1.03966241 0.93246334]
 ...
 [1.000244   1.0258187  1.05242781 ... 1.0529862  0.97850963 1.01655336]
 [1.02488597 0.97975858 1.03988671 ... 1.03073921 1.01546551 1.00126114]
 [0.98066855 1.03419994 1.01888744 ... 1.02472425 0.97341943 0.93500522]]",2
57,"[[1.06095366 0.97945098 1.00693649 ... 0.96860887 1.06351095 1.02721168]
 [1.04233473 0.99747202 0.95566043 ... 0.91748113 0.98159499 0.96902151]
 [0.99980646 1.05410441 1.00333253 ... 1.08466856 1.04176656 0.98564902]
 ...
 [1.06163487 0.97225464 0.9795856  ... 0.98927354 1.02540822 0.98002033]
 [0.9743971  0.96661068 0.96855088 ... 1.04388056 0.96979683 1.05281424]
 [1.04902256 1.0023729  1.01511631 ... 1.05219523 0.96416754 0.9135466 ]]",4
58,"[[1.01452001 1.00747529 1.06082749 ... 0.89947844 1.03218605 1.01691774]
 [1.02974841 0.98310326 1.01662257 ... 0.99815609 1.06645513 1.01760911]
 [1.01840278 1.01240192 0.95704877 ... 1.04616085 1.00392345 1.01294367]
 ...
 [1.05930667 0.99215178 0.94657802 ... 0.98338279 0.98118711 0.97339129]
 [1.02437454 0.94685645 1.03167148 ... 1.01949129 0.95189174 0.99856902]
 [1.01604012 1.02523156 0.99243775 ... 0.96083562 1.03146551 1.03501365]]",5
59,"[[1.01021033 1.0273227  0.96370863 ... 0.96266691 1.00261036 0.98164302]
 [0.98405216 0.9525183  1.02547611 ... 0.99220483 0.97823549 0.96842631]
 [0.97273818 1.02600952 1.01972568 ... 0.98575152 1.02480185 0.96974289]
 ...
 [0.98136    0.95765674 1.04498432 ... 0.9887558  1.06466732 1.05047519]
 [1.06884674 1.00684813 0.97936521 ... 0.99079812 1.02401274 1.01247764]
 [1.04725355 0.99785809 1.02770173 ... 1.04053824 0.9647519  1.01678099]]",0
60,"[[0.9691002  0.95406544 0.99277231 ... 1.02408979 1.07473304 0.99105857]
 [1.00284015 0.98603263 1.03621042 ... 1.03926432 1.06037391 0.95190107]
 [0.98094052 0.97705026 0.99300953 ... 0.98036206 0.97111747 1.00323681]
 ...
 [0.95878379 0.99664714 0.96327146 ... 0.98489171 0.96533824 0.93123793]
 [0.99800036 0.98478777 0.96844873 ... 0.95543935 1.00895697 1.11002867]
 [1.0452348  1.03695592 1.0102255  ... 0.94781829 1.05420474 0.95017824]]",3
61,"[[1.04629028 1.02332139 0.94111816 ... 1.01319438 0.95710578 1.0589645 ]
 [1.04913258 0.95487884 0.93913159 ... 0.96860223 1.03247294 1.00793037]
 [1.00164237 0.97074833 0.95535628 ... 0.98881932 1.02506377 0.98675138]
 ...
 [1.01854345 1.05412312 0.99717959 ... 1.02838505 0.98738617 1.01595057]
 [1.02501981 0.95233972 0.97092834 ... 1.01118931 0.9953032  0.97673499]
 [0.99017765 1.00258022 1.02212834 ... 1.03023297 1.00964106 1.00137763]]",3
62,"[[0.9970932  1.02998743 0.92322919 ... 1.0914816  0.9916598  1.02790967]
 [1.02759149 0.96543593 1.04456946 ... 1.02252495 1.06806982 1.03315759]
 [0.92791473 1.09030443 1.00497981 ... 0.95494494 1.02836805 1.03706123]
 ...
 [0.98787366 0.99151791 1.01689598 ... 1.08218335 1.01098615 0.99496454]
 [1.00735382 0.98757823 1.02410725 ... 0.95808791 1.01910457 0.97974396]
 [1.03693028 0.97536907 0.9965157  ... 0.97419593 1.00426489 0.95110921]]",2
63,"[[1.00630662 0.99647482 0.98271701 ... 1.04054361 0.94095286 0.9957202 ]
 [0.98313188 1.04599447 1.03372549 ... 1.02199464 0.93994903 1.01898045]
 [1.05047153 1.02886955 1.00676357 ... 1.01843554 0.99342652 0.97181012]
 ...
 [0.9858226  0.99225788 1.0325076  ... 0.98257197 1.07519205 0.95485087]
 [1.03462641 1.0189272  0.94171502 ... 0.97682226 1.08952633 1.03765662]
 [0.96909206 1.04643975 0.9002024  ... 0.89385804 1.02652445 1.06521709]]",2
64,"[[0.99371459 0.96138911 0.95863989 ... 1.02605206 0.96492749 1.02695532]
 [0.98678597 0.98221728 0.97850352 ... 0.99684584 0.97232366 1.06301882]
 [1.0451569  0.97043132 1.05940983 ... 1.03351574 0.97214859 0.93237613]
 ...
 [0.88744914 0.98618424 0.96233308 ... 0.97796883 0.93381841 1.03218057]
 [1.02321997 1.04744974 0.90627252 ... 1.02881211 0.98160166 1.04256518]
 [1.0326284  0.9499422  1.03713706 ... 0.9566782  0.99739802 0.96409748]]",5
65,"[[0.98525054 0.98936187 1.05112009 ... 0.95785774 0.99584712 1.06579074]
 [1.01698143 1.0001843  0.96139294 ... 0.98446932 0.99268564 0.98820385]
 [1.02116263 0.95077968 1.032825   ... 1.0130025  1.02415343 1.00048877]
 ...
 [1.00079125 1.00205979 1.01384049 ... 1.03130764 1.0281487  1.08778813]
 [1.02649097 1.03607758 1.00893846 ... 0.96526883 0.98365015 1.03240498]
 [1.02628507 0.99289538 1.01730662 ... 1.00451617 0.98693018 0.97462063]]",3
66,"[[1.0105463  1.07000067 1.01553584 ... 0.95681599 0.96650387 1.0009619 ]
 [1.00300748 0.97982541 1.02654282 ... 1.02186997 1.05660405 1.05241619]
 [1.00405318 1.02687932 1.01622499 ... 1.07306471 0.98267901 1.00321031]
 ...
 [0.98228881 1.01968106 1.09950552 ... 0.97931929 0.92844534 0.98197547]
 [1.02918334 0.96225173 1.01373071 ... 1.03470587 1.03109559 0.95478934]
 [1.05741188 0.98903723 1.03169043 ... 1.00428924 0.94564261 0.94562567]]",1
67,"[[0.90017716 0.9286559  1.03279705 ... 0.990934   0.9789688  0.96019857]
 [0.95357425 1.07151481 0.89920949 ... 1.00383022 1.05989051 1.00733297]
 [0.99070824 1.01510632 0.97931377 ... 0.95856778 0.99711437 1.00230453]
 ...
 [1.04875819 1.00191116 0.95533813 ... 0.97696363 1.00165759 1.03713253]
 [1.02436782 0.98902923 1.01490091 ... 1.02792752 1.01805864 1.01852616]
 [1.00281669 0.93757143 0.90502995 ... 0.93555714 0.95361804 0.96766358]]",4
68,"[[0.93789884 0.99139351 1.00204466 ... 0.94288127 1.02472673 0.92250639]
 [1.00578507 1.07648567 1.01920032 ... 1.01304578 1.07466979 0.97119895]
 [0.97054262 0.97025769 1.01510458 ... 1.01275092 1.00742241 0.96382417]
 ...
 [0.98908297 1.04479223 1.02300452 ... 1.04609575 1.00631845 0.99531672]
 [1.02875552 1.01576117 0.99820706 ... 0.98430871 0.95405321 1.01940687]
 [1.05892011 1.04361859 1.00125906 ... 0.96565714 0.96927843 1.0176045 ]]",2
69,"[[0.98109832 1.05492042 0.99060034 ... 0.99590459 0.98756888 0.970738  ]
 [1.01999965 0.96580856 0.96816038 ... 0.98624259 0.89075767 1.0394432 ]
 [0.9218119  1.0689655  0.96302119 ... 0.99180754 1.00235882 0.97535294]
 ...
 [1.00875319 0.94577354 0.98045879 ... 1.00410156 0.96059789 0.97887402]
 [1.07116627 0.98286003 1.01538977 ... 0.96195142 1.01786807 1.01672775]
 [0.96126409 0.98159126 1.02389955 ... 1.06270286 1.04113539 0.99682023]]",2
70,"[[1.03550508 1.04134347 1.01858421 ... 0.97165536 1.07204926 1.01675466]
 [1.01455667 1.02041515 1.02707976 ... 1.03600229 0.98311571 1.03191733]
 [0.96575895 1.03096721 1.04797217 ... 1.00006067 0.9707367  1.04843128]
 ...
 [1.00923154 1.03017899 0.98520544 ... 1.02937522 1.03333105 1.02285029]
 [1.00302588 1.02091258 0.97778487 ... 1.03406755 1.03062565 1.01268328]
 [1.0051958  1.00255366 0.97675096 ... 1.03184211 1.04719315 1.01541875]]",1
71,"[[1.02933542 0.90220186 0.99271719 ... 0.99905605 1.00651074 1.04070961]
 [0.9585076  1.05689661 0.97725949 ... 1.03221438 1.01844289 1.02108871]
 [1.02064236 1.05730607 0.99747208 ... 0.96001863 0.95928569 1.04332643]
 ...
 [0.96078682 0.98179477 1.00268709 ... 0.96290133 1.03497967 1.06523419]
 [1.05147982 1.01878589 0.9832599  ... 1.06360696 0.94208232 1.03643027]
 [0.99716143 1.04857101 1.04349432 ... 1.01381354 0.97396517 0.99992879]]",0
72,"[[0.97999917 1.03459609 1.01226451 ... 0.92147456 0.95044708 0.97269679]
 [0.95497177 1.06303666 0.95188747 ... 0.96995209 0.98040529 0.99907364]
 [0.93234016 1.03818485 0.98270676 ... 1.00404641 1.00510357 1.00777469]
 ...
 [0.91876072 1.01635215 0.90471039 ... 0.94215605 1.00151295 1.05329163]
 [1.00250634 0.99317694 1.00450559 ... 0.98881684 1.00451975 1.00550503]
 [1.04369388 0.98305929 0.92605867 ... 1.01448347 0.97741415 1.04672261]]",3
73,"[[0.92501162 0.98522355 0.94916487 ... 1.0475453  1.02869385 0.95548356]
 [1.04915152 1.0476101  0.9773703  ... 1.04574415 1.00365521 0.97368911]
 [1.04088242 1.00660733 1.00933395 ... 0.98688547 0.96102951 1.00742084]
 ...
 [0.9549436  1.05517156 0.99371646 ... 1.01092214 1.00920672 0.98796759]
 [0.99655951 0.96848224 0.90808837 ... 0.9826057  1.0135732  1.01284348]
 [0.9575833  0.98556381 1.01953131 ... 1.04946371 0.98195301 1.09452276]]",0
74,"[[1.01256984 1.04724361 1.0510313  ... 0.9699234  1.00268228 0.99755774]
 [0.99417106 1.02715329 0.96155979 ... 0.93846868 0.97876084 0.99428875]
 [1.02709504 0.99315249 0.98195081 ... 0.98711002 0.9911181  0.98791976]
 ...
 [1.01075875 0.98804649 0.97718914 ... 1.03519088 1.05178234 1.06254857]
 [1.04590344 1.01803036 0.93725678 ... 0.97629198 0.99052598 0.99913103]
 [1.00637992 0.93658657 0.98257987 ... 1.02579808 0.97960557 0.99409651]]",1
75,"[[0.93497225 1.05950609 0.98560831 ... 1.01619545 1.04201006 0.98575223]
 [0.96488856 0.98871091 0.97781976 ... 0.99252792 0.93637975 0.98983542]
 [1.02607319 1.05322691 0.96621419 ... 1.01955437 0.98854155 0.95482422]
 ...
 [0.91396507 0.98858305 0.97225724 ... 0.99622135 0.95764049 0.96787418]
 [1.04296351 1.05440939 1.01970587 ... 0.97860862 1.00797596 1.00865254]
 [0.96705362 0.9815637  1.01053945 ... 0.96684897 1.05897931 0.97278453]]",5
76,"[[1.01607063 1.03763738 1.00825497 ... 1.02833782 1.00795943 0.98752602]
 [0.93758725 0.97962923 0.9914491  ... 1.01788283 1.08829981 1.0274819 ]
 [1.00463609 1.06591873 0.98254221 ... 1.03973422 1.06061326 1.09092182]
 ...
 [1.05139779 0.97987287 0.96179524 ... 1.03428424 0.95697713 1.04507183]
 [1.00862034 0.99748419 0.95912244 ... 0.97159174 0.95474881 1.08750689]
 [1.06721403 1.05200937 1.00278328 ... 1.00404189 1.01583806 1.02575977]]",0
77,"[[1.01769625 1.02608824 0.95397587 ... 0.98173264 1.05305111 1.03935728]
 [0.95290404 1.03785752 0.95794786 ... 1.04982316 1.04655027 1.01813045]
 [1.05528762 0.93548993 1.01906232 ... 1.07049631 0.98623098 0.97057889]
 ...
 [1.02934327 1.01200042 1.01640279 ... 1.09397504 1.00529371 1.03464941]
 [0.97825505 0.93009578 1.01356544 ... 1.01239209 0.99686542 1.01548665]
 [0.99310156 1.01194352 0.96747415 ... 0.98758847 1.05573729 0.98479186]]",2
78,"[[0.94215774 1.01334849 0.96299454 ... 1.05938024 0.95766536 1.01547527]
 [1.01405625 1.01111459 0.96591982 ... 1.02309214 0.96437414 0.95156273]
 [0.99916077 0.97386622 0.94319583 ... 1.0925519  0.93238267 0.96217852]
 ...
 [1.06472692 0.98798057 0.95736465 ... 0.96796533 0.97838943 1.00766386]
 [1.0017632  1.05667622 1.02702674 ... 1.01059769 0.97682582 1.00588491]
 [1.01819173 1.00080514 0.95443525 ... 1.00512026 1.03574237 1.02827808]]",0
79,"[[0.95443545 0.96526644 0.98699901 ... 0.9840709  0.96439537 0.98826807]
 [1.01531254 1.01753058 0.94821779 ... 1.00306672 0.99705946 1.08174419]
 [1.03498664 1.0365497  0.93639569 ... 0.97567499 1.05354854 1.03514403]
 ...
 [1.01236801 1.0583627  1.05488262 ... 1.00373032 0.95431825 0.98968463]
 [1.01031765 0.99223309 1.01149043 ... 0.96883341 0.94720637 0.97325474]
 [0.94904641 0.94970831 1.04170878 ... 1.0176335  0.99882382 0.98886379]]",3
80,"[[0.97432241 0.99495559 0.99643799 ... 1.0426413  1.03484026 0.97807039]
 [0.95738735 1.02772462 1.01348971 ... 1.01836479 0.98853046 0.97980267]
 [1.02642715 1.02361702 1.05112119 ... 1.03344765 0.93728706 0.99001906]
 ...
 [0.96272108 0.98038475 0.99488073 ... 0.95490167 1.02714251 1.01438003]
 [1.01652419 1.00284254 0.98324688 ... 0.95981399 1.01295064 1.01187383]
 [1.00856402 0.95398544 0.93665681 ... 1.05274996 0.95595799 0.93429569]]",5
81,"[[1.01180181 0.99552747 0.99367316 ... 0.95407892 0.99664823 1.00138975]
 [0.96687068 1.01845684 0.98805493 ... 0.97340385 0.98540525 1.00816722]
 [1.03138637 1.06816106 1.07133515 ... 1.00168301 1.03754945 1.05353041]
 ...
 [1.05818809 1.03633875 1.01209892 ... 0.987606   1.0128759  0.99399021]
 [0.98123798 0.97726955 1.00586547 ... 0.95197457 1.00778186 0.98642316]
 [1.00113791 0.93450506 1.01883295 ... 1.0373698  0.98026951 0.92964548]]",0
82,"[[1.02335113 0.95457045 1.06139501 ... 0.93934661 0.99486855 1.03789106]
 [0.99911828 1.00851628 0.99256307 ... 1.0159262  1.00476326 0.99003588]
 [1.0213012  1.02561871 0.97897623 ... 0.9824018  0.95001107 0.949964  ]
 ...
 [1.02862978 0.9573352  0.99464702 ... 0.9553824  0.98662352 1.000348  ]
 [1.01417699 1.04184953 0.97556168 ... 0.99631742 0.98394687 0.97941294]
 [0.96744528 0.93721924 0.99184008 ... 1.0275799  0.9940333  1.02917229]]",4
83,"[[0.94728483 0.99542095 1.06138964 ... 1.04957885 0.98345109 0.97778043]
 [1.02954269 0.97638093 0.99612244 ... 1.02814209 1.0335531  1.02289299]
 [1.06322014 1.01928122 0.98739713 ... 1.01420844 0.95926374 1.0654133 ]
 ...
 [0.99494609 0.99610845 1.01182082 ... 1.00589411 1.05095758 0.97473398]
 [0.9878149  0.98327939 0.98680446 ... 1.03522956 0.95979466 0.98980524]
 [1.03121645 0.99689598 1.05554553 ... 1.00892249 1.02625253 1.02682995]]",4
84,"[[1.03826272 0.9723588  1.02907751 ... 0.97773287 1.00984712 0.92602058]
 [1.00289147 0.92252734 1.02896933 ... 1.04918279 0.98859432 1.06600396]
 [1.04166542 1.00499742 0.99252967 ... 1.06280995 0.99291073 1.01571374]
 ...
 [1.02741811 1.01349755 0.98475704 ... 0.99325092 1.03669696 0.98915935]
 [0.96613265 0.91422832 1.02996789 ... 0.95293209 1.01628373 0.99934666]
 [1.02562821 0.94468489 0.96687109 ... 0.96299374 0.9552362  0.98051444]]",5
85,"[[0.95123763 0.98002649 1.06781045 ... 1.02765972 1.00353745 1.00495648]
 [0.94465194 0.99494118 1.00675752 ... 0.94813896 1.03579303 1.01117581]
 [1.0117697  1.04144484 0.95656233 ... 1.03050232 1.06294238 1.03100155]
 ...
 [1.0392109  0.89441714 1.01059868 ... 0.95787197 0.95785624 0.97784857]
 [0.95444161 1.03497987 1.09259525 ... 1.03875782 1.0201496  0.9585951 ]
 [0.98618346 0.99803016 1.03078806 ... 0.98204704 0.99780534 1.09004768]]",2
86,"[[0.99993853 0.99428561 0.99889269 ... 0.97740605 1.0127268  1.06626692]
 [0.94410255 1.02647983 0.92881925 ... 1.04912424 0.95439035 0.96941698]
 [0.99117425 1.01181114 0.9901255  ... 0.94769625 0.98630248 0.95990502]
 ...
 [0.97905266 1.06374221 0.9956463  ... 1.0548064  1.0421736  0.9762095 ]
 [0.97178125 1.03068406 0.95103634 ... 1.03436168 0.98652535 1.00118639]
 [1.01613088 1.07096101 0.93180959 ... 1.01873957 0.93217394 0.94217328]]",2
87,"[[1.0307266  1.03452522 0.99551492 ... 1.03577705 0.98504629 0.974158  ]
 [1.04576636 1.06017036 0.94622133 ... 0.93066279 0.96038029 1.00754222]
 [1.01496004 1.03812682 1.03167879 ... 0.99291337 1.05389597 1.02889542]
 ...
 [0.96976203 0.99667587 1.07762808 ... 0.98967659 1.00715767 0.98452298]
 [0.97196624 0.99838356 1.1194862  ... 0.99578477 0.97038302 1.01989969]
 [1.05091345 1.03095886 0.97504089 ... 0.97515991 0.97803039 0.99587605]]",5
88,"[[1.01601349 0.98881857 1.00401296 ... 1.0490171  0.99505954 0.97751974]
 [1.03672331 1.01564166 1.03380446 ... 1.01079171 0.98721505 1.00424262]
 [0.9948806  0.99788066 1.0180348  ... 1.01062239 0.9524838  1.00508989]
 ...
 [0.98962381 1.01401505 1.06468274 ... 1.03555821 0.9487937  1.04578395]
 [1.01728882 1.00847385 1.00123526 ... 0.97425016 0.99028377 0.93945976]
 [1.03103687 1.00029331 0.9753011  ... 0.98201004 1.00908517 0.9771867 ]]",0
89,"[[0.97594419 0.96163728 1.04683574 ... 0.96980949 0.9949254  1.02740389]
 [1.02442166 0.97691853 0.96649784 ... 1.01153066 0.98215733 0.97704848]
 [0.95206186 1.03204799 1.01326916 ... 0.99282987 1.05205256 1.00066515]
 ...
 [0.98894807 0.97990167 0.97756682 ... 0.98855568 1.06934344 1.02367475]
 [1.02587776 0.94442706 0.95065396 ... 1.03770702 0.98289919 0.98728509]
 [0.92821275 1.01612435 1.01203728 ... 0.95317847 0.95962993 0.98797077]]",0
90,"[[0.94570198 0.96792313 0.95023942 ... 1.04239719 1.03275339 0.98143208]
 [0.91962849 1.05432923 0.98448657 ... 0.94354388 0.98217346 1.05442661]
 [1.0096241  1.01148009 0.95980981 ... 0.9377812  1.02121891 1.04198109]
 ...
 [0.99534385 0.92237862 1.04426517 ... 0.96896672 1.05350526 0.95256005]
 [0.97365039 1.0362125  0.96958627 ... 1.0185813  1.01899744 1.04710384]
 [1.05414798 1.05306525 1.01869374 ... 0.995352   1.02504978 1.01170995]]",2
91,"[[0.98325959 1.09059962 1.02465333 ... 1.05397996 0.95432965 0.98215863]
 [0.99204302 0.95724156 1.03776705 ... 0.98845249 0.9493987  0.96684536]
 [1.02971237 1.03572762 1.01412281 ... 0.98498286 1.00671129 1.00754703]
 ...
 [1.05363274 1.0126223  1.0281405  ... 1.03938036 0.93329507 0.97015233]
 [1.0329028  1.04917926 0.98101089 ... 1.0072231  1.02216124 0.92462457]
 [0.96714827 0.86470989 1.04814245 ... 1.07138955 0.98111527 0.99694757]]",0
92,"[[1.01459044 0.93720387 1.00386077 ... 1.08431446 1.0196713  0.97929325]
 [0.91990057 1.02309387 0.99359552 ... 1.02708595 0.95711036 0.92186352]
 [1.01981763 0.97181052 1.00389878 ... 1.06890841 1.08942171 0.97335615]
 ...
 [1.03512301 0.96808657 0.95062128 ... 0.98245239 0.98430826 0.92874338]
 [0.97824536 0.92097158 1.10471519 ... 0.90152644 1.05346963 1.02838359]
 [1.00086154 0.99462232 0.99582372 ... 0.99498352 0.98054329 1.02434536]]",2
93,"[[1.06742305 0.94442843 0.94570802 ... 1.07319145 0.91838508 1.01956103]
 [0.97579435 1.02438993 0.95810818 ... 1.03755328 0.96632134 1.02932594]
 [1.02138313 0.99563721 0.95104752 ... 1.01392725 0.97334631 0.94835429]
 ...
 [1.05391043 1.01020296 1.01076793 ... 0.96233097 0.89727163 0.97262263]
 [1.02647994 1.00160133 1.00073774 ... 0.97770729 0.97889182 1.0406694 ]
 [0.96432929 1.02813767 0.99305297 ... 0.97411456 0.93206882 0.96165508]]",2
94,"[[0.99199212 1.07762151 0.93649804 ... 0.961803   0.95885841 0.9817712 ]
 [0.98076236 1.03924493 1.08425546 ... 0.99529374 1.00122326 1.01488117]
 [1.01192579 0.99963146 0.96911345 ... 1.06356907 1.02048237 0.92130642]
 ...
 [0.98283462 1.04255947 1.01040014 ... 1.02774559 1.05992199 1.00437159]
 [1.01241394 0.98286152 1.00059991 ... 1.02296447 0.9518486  0.96742337]
 [0.987349   1.01031544 0.96912258 ... 1.03776618 1.04701646 0.94310807]]",5
95,"[[0.9600972  1.06412027 1.03617826 ... 0.96286652 0.96380734 1.02495225]
 [1.08335659 1.01673075 0.96830911 ... 1.06511607 1.01664472 0.94491788]
 [0.97158665 1.01487414 0.97743685 ... 1.07183901 0.96248072 1.00661794]
 ...
 [0.96815916 1.01864272 0.99626625 ... 1.0305073  0.9819507  1.03157616]
 [0.97550559 1.00517451 0.98267855 ... 0.99760424 1.03287014 0.99329903]
 [0.97197563 1.01860426 0.96714773 ... 1.02236824 1.00990459 1.02221323]]",4
96,"[[0.97445324 0.96902506 0.97956433 ... 0.9680123  0.9741295  1.06555791]
 [1.04960816 1.04820756 1.05418081 ... 0.9972752  0.95614335 0.97150027]
 [0.95223395 0.91010437 1.04246246 ... 0.94439598 0.99363883 1.00346548]
 ...
 [0.94997426 1.10300743 1.01673307 ... 1.0144078  1.00452773 0.95366537]
 [0.94809062 1.06427341 1.05756322 ... 1.10906019 0.97532657 0.97508773]
 [0.99434384 0.99358615 0.95455    ... 1.00474244 1.00695073 0.96112711]]",5
97,"[[0.96084733 0.9631983  0.94896127 ... 0.96821622 0.95034266 1.00872351]
 [0.99671065 1.00582098 0.99965046 ... 1.01049781 0.95784146 0.9992537 ]
 [0.98462495 1.03638987 0.93052872 ... 1.00788564 0.95888449 1.03367085]
 ...
 [0.9147177  0.99358306 1.07552142 ... 0.94929182 1.03350904 0.95731793]
 [1.021992   1.0050848  1.02157826 ... 1.02097133 1.03357253 0.92611101]
 [1.02657692 1.03264325 0.99024613 ... 1.02274132 0.95756962 0.9589503 ]]",2
98,"[[0.99883184 0.99551068 0.9163186  ... 0.969882   0.96632504 0.95325306]
 [0.8863364  0.93055199 1.04564783 ... 1.01791808 0.97154971 1.05667719]
 [1.03141444 0.92226779 1.00712078 ... 0.92530227 1.02931993 0.98783515]
 ...
 [0.98638417 0.95040045 0.95949746 ... 0.99001643 1.00135416 1.00013301]
 [0.94982591 1.05490164 1.02029702 ... 0.98830836 0.98470263 1.03705352]
 [0.96934523 0.97685352 0.93078847 ... 0.9013378  0.97388271 1.02590653]]",1
99,"[[0.9112771  1.01292505 1.04726833 ... 0.98623682 1.07693672 1.00054984]
 [0.95476393 1.04062001 1.04928781 ... 0.96845933 1.01545692 0.94037618]
 [0.98847932 1.02728175 0.99442843 ... 0.98247167 1.01700199 1.02341021]
 ...
 [0.98939284 1.07142355 0.94709511 ... 0.92412627 0.91903355 0.97402614]
 [1.01151687 1.0075473  1.02994044 ... 0.97834585 0.97790388 1.04280176]
 [1.0054468  1.01153532 1.05888497 ... 0.94152964 1.01260875 1.05295731]]",2
